db_id,english,hinglish_light,hinglish_natural,hinglish_hindi_heavy,sql
products_for_hire,What are the start date and end date of the booking that has booked the product named 'Book collection A'?,What are the shubh kaal aur ant kaal jo 'Book collection A' ka product book kiya hai?,Booking ke shubh kaal aur ant kaal kya hain jo 'Book collection A' ka product book kiya hai?,Kya booking ke shubh kaal aur ant kaal dekhte hai jo 'Book collection A' ka product book kiya hai?,"SELECT T3.booking_start_date ,   T3.booking_end_date FROM Products_for_hire AS T1 JOIN products_booked AS T2 ON T1.product_id  =  T2.product_id JOIN bookings AS T3 ON T2.booking_id  =  T3.booking_id WHERE T1.product_name  =  'Book collection A"
insurance_policies,With which kind of payment method were the least number of payments processed?,With which kind of payment method kisi ne adhik hi bharne ka kam kya kiya?,Koi payment method se kisi ne adhik hi bharne ka kam kya kiya?,Kisi ne adhik hi bharne ka kam kya kiya payment method se?,SELECT Payment_Method_Code FROM Payments GROUP BY Payment_Method_Code ORDER BY count(*) ASC LIMIT 1
music_4,"What are the the songs in volumes, listed in ascending order?","What are the songs in volumes, listed in ascending order?","Volumes mein songs kya hain, ascending order mein list kiya hai?","Volumes mein songs kya hain, listed ascending order mein?",SELECT Song FROM volume ORDER BY Song
riding_club,Show the names and genders of players with a coach starting after 2011.,Show the names aur jins of players with a coach starting 2011 ke baad.,Show the names aur jins of players with a coach 2011 se phle ki coaching session mein.,Show the names aur jins of players with a coach starting 2011 ka data.,"SELECT T3.Player_name ,  T3.gender FROM player_coach AS T1 JOIN coach AS T2 ON T1.Coach_ID  =  T2.Coach_ID JOIN player AS T3 ON T1.Player_ID  =  T3.Player_ID WHERE T1.Starting_year  >  2011"
storm_record,Return the names of all regions other than Denmark.,Return the names of all regions other than Denmark.,Return names of all regions except Denmark.,Rajon ka naam return karo sabhi par_except Denmark.,SELECT region_name FROM region WHERE region_name != 'Denmark
student_1,Find the grade taught in classroom 103.,Find the grade taught in classroom 103,Classroom 103 mein kya grade teach hai,"Classroom 103 mein kya grade teach hain, find it",SELECT DISTINCT grade FROM list WHERE classroom  =  103
orchestra,"What are the names of conductors whose nationalities are not ""USA""?",What are the names of conductors jaise hain jo nationality 'USA' nahi ho?,Kya uske conductors ka naam hai jo nationality 'USA' nahi hoti hai?,Kyun koi conductor ka naam pata chale jiska nationality 'USA' nahi hai?,SELECT Name FROM conductor WHERE Nationality != 'USA
chinook_1,What are the last names of customers without invoice totals exceeding 20?,What are the last names of customers without invoice totals 20 se zyada?,"Kya customers jo invoice total 20 se zyada nahi hain, unki last names kya hain?",Kyaa customers ki jahaan invoice total 20 se zyada nahi hai unki last names kya hain?,SELECT LastName FROM CUSTOMER EXCEPT SELECT T1.LastName FROM CUSTOMER AS T1 JOIN Invoice AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T2.total  >  20
game_injury,"What are the maximum, minimum and average home games each stadium held?","What are the maximum, minimum aur average home matches kiya hui thi, thik hai, ki har stadium ne organi sa kiya tha?","Maximum, minimum aur average home matches kiya hui thi, thik hai, ki har stadium ne organi sa kiya tha?","Kya maximum, minimum aur average home matches kiya hui thi, thik hai, ki har stadium ne organisa kiya tha?","SELECT max(home_games) ,  min(home_games) ,  avg(home_games) FROM stadium"
candidate_poll,Return the top 3 greatest support rates.,Return the top 3 सबसे बड़ी समर्थन दरों.,टॉप 3 सबसे बड़ी समर्थन दर वापस दें.,return the top 3 sabse badi support rates.,SELECT support_rate FROM candidate ORDER BY support_rate DESC LIMIT 3
hr_1,What is all the information about the Marketing department?,What is all the information regarding Marketing departmanta?,Marketing departmanta ki sabhi details kya hain?,Kya ye Marketing departmanta ka sabhi details hai?,SELECT * FROM  departments WHERE department_name  =  'Marketing
car_1,"For model volvo, how many cylinders does the car with the least accelerate have?","For model volvo, car ke sath jo phirse badal jata hai, vo kaunsa engine kaunsa kaunsa kaunsa?","Model Volvo mein, phirse badalne wale car ka kitna engine hai?","Model Volvo mei', car jo phirse badal jaata hai, uski engine kitni hai?",SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;
department_store,Return the phone numbers for all customers and suppliers.,Return the phone numbers of saare customers aur suppliers.,Return phone numbers of saare customers aur suppliers.,Rojan lo saare customers aur suppliers ki phone numbers.,SELECT customer_phone FROM customers UNION SELECT supplier_phone FROM suppliers
company_office,"Please show the names of the buildings whose status is ""on-hold"", in ascending order of stories.","Please show the names of the buildings jaise status on-hold hai, stories ki increasing mein","Kya aap building names de sake jaise status on-hold hai, stories ki increasing mein","Kya aap building names de sake jaise status on-hold hai, stories mein increasing ka tarika se","SELECT name FROM buildings WHERE Status  =  ""on-hold"" ORDER BY Stories ASC"
dorm_1,Find the average age and number of male students (with sex M) from each city.,Find the average age aur number of male students (sex M) se kaun kaun sa city mein hai.,Find the average age aur number of male students (sex M) from each city.,Find the average age aur number of male students (sex M) se har city mein hai.,"SELECT count(*) ,  avg(age) ,  city_code FROM student WHERE sex  =  'M' GROUP BY city_code"
company_employee,What is the maximum and minimum market value of companies?,What is the maximum aur minimum markat vaaloo of companies?,Maximum aur minimum markat vaaloo kya hain companies mein?,Kya companies mein markat vaaloo ka maximum aur minimum kya hai?,"SELECT max(Market_Value_in_Billion) ,  min(Market_Value_in_Billion) FROM company"
ship_1,"What are the names of captains, sorted by age descending?","What are the names of captains, sorted by age descending?","Captain ki names kya hain, vah age ke basis par nishchal naam se jaise?","Kya captain ki names hain, unhe age ka madad se nishchal sort karo?",SELECT name FROM captain ORDER BY age DESC
tracking_share_transactions,Show all date and share count of transactions.,Show all date aur share count of transactions.,Show all date aur share count transaction ki.,Show all date aur share count transaction mein.,"SELECT date_of_transaction ,  share_count FROM TRANSACTIONS"
insurance_policies,Which kind of policy type was chosen by the most customers?,Which kind of policy type ka choice most customers ne kiya?,"Jisse the most customers choocho, kya policy type?","Jisse the most customers choocho, kya policy type ka choice tha?",SELECT Policy_Type_Code FROM Customer_Policies GROUP BY Policy_Type_Code ORDER BY count(*) DESC LIMIT 1
dorm_1,What is the average and oldest age for each gender of student?,What is the average aur oldest age for each gender ka student?,Kya hai har gender ke student ki average aur oldest age?,Kya hai har gender ka student ki average aur oldest age?,"SELECT avg(age) ,  max(age) ,  sex FROM student GROUP BY sex"
college_1,What are the names of all students taking a course who received an A or C?,What are the names of all students taking a course who received an A or C?,Kya sabse students jin ne kisi course mei takk li jo A ya C mila unki names kya hain?,Kyaa sabse students jin ne kisi course mei takk li jo A ya C mila unki names kya hain?,"SELECT T1.stu_fname ,  T1.stu_lname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE T2.enroll_grade  =  'C' OR T2.enroll_grade  =  'A"
soccer_2,Find the name of the tryout players who are from the college with largest size.,Find the name of the tryout players jo college ki jisme sabse bada size hain.,Tryout players ka naam find karo jo waha hai jaha college ki size sabse badi hain.,Find the name of the tryout players jo college ki jisme sabse bada size hain.,SELECT T2.pName FROM  tryout AS T1 JOIN player AS T2 ON T1.pID  =  T2.pID WHERE T1.cName  =  (SELECT cName FROM college ORDER BY enr DESC LIMIT 1)
wta_1,Find the average ranking for each player and their first name.,Find the average ranking for each player aur their first name.,Find the average ranking for each player aur first name.,Find the average ranking for each player aur their first name.,"SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name"
cinema,Show the title and director for all films.,Show the title aur director of all films.,Show title aur director name of each film.,Show the title aur director ki name har ek film ke liye.,"SELECT title ,  directed_by FROM film"
loan_1,Find the average number of customers cross all banks.,Find the average number of customers cross all banks.,Cross har bankon ka average number of customers nikal lo.,cross har bankon ka average number of customers nikal lo.,SELECT avg(no_of_customers) FROM bank
sakila_1,Return the full name of the customer who made the first rental.,Return the full name of the customer jo first rental kiya.,Return the full name of the customer jo first rental kiya.,Return the full name of the customer jo pehla rental kiya.,"SELECT T1.first_name ,  T1.last_name FROM customer AS T1 JOIN rental AS T2 ON T1.customer_id  =  T2.customer_id ORDER BY T2.rental_date ASC LIMIT 1"
architecture,What are the distinct names and nationalities of the architects who have ever built a mill?,What are the vishesh nām aur rashtrbhāve yaad kar rahe hain jo kisi bhi mill banane ka kām karte hain?,"Kya ho raha hai? Vāhika jinhe koi bhi mill banane ka kām karte hain, unka vishesh nām aur rashtrbhāve kya hai?","Kyā ho rahi hai? Vāhike jinhe koi mill banane ka kām karte hain, un","SELECT DISTINCT T1.name ,  T1.nationality FROM architect AS T1 JOIN mill AS t2 ON T1.id  =  T2.architect_id"
cre_Doc_Template_Mgt,"Show template ids, version numbers, and template type codes for all templates.","Show template ids, version numbers, aur template type codes har ek template ke liye","Template ids dikhayein, version numbers aur template type codes har ek template ke liye","template ids dekhne, version numbers aur template type codes dekhne har ek template ke liye","SELECT template_id ,  version_number ,  template_type_code FROM Templates"
flight_company,"List the id, country, city and name of the airports ordered alphabetically by the name.","List the id, country, city aur name of the airports jaise name se alphabetical order mein.","Id, country, city aur name of the airports list karo jo name se alphabetical order mein honge.","List the id, country, city aur name of the airports jo name se alphabetical order mein aao.","SELECT id ,  country ,  city ,  name FROM airport ORDER BY name"
flight_1,Show names for all employees who do not have certificate of Boeing 737-800.,Show names of sab employees jo Boeing 737-800 ka certificate nahi hain,Sab employees ki show names jo Boeing 737-800 ka certificate nahi hai,sab employees ke show names jo Boeing 737-800 ka certificate nahi hain ki list de dijiye,"SELECT name FROM Employee EXCEPT SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid  =  T2.eid JOIN Aircraft AS T3 ON T3.aid  =  T2.aid WHERE T3.name  =  ""Boeing 737-800"
sakila_1,What is the largest payment amount?,What is the largest payment amount?,Largest payment ka kya mukabala?,Kya mukabala the jo largest payment thi?,SELECT amount FROM payment ORDER BY amount DESC LIMIT 1
